Store_id,Latitude,Longitude
2189,18.22864342,-66.0370636
7143,18.29532433,-66.03705597
3225,18.24217796,-66.0370636
4258,18.25569725,-66.0370636
5023,18.26639938,-66.0370636
2717,18.23524284,-66.03705597
4414,18.25786781,-66.03705597
1737,18.22337914,-66.03705597
2388,18.23107529,-66.03705597
5175,18.26862907,-66.03705597
2021,18.22708893,-66.0370636
2639,18.23437882,-66.03705597
6923,18.29236603,-66.0370636
1009,18.21356773,-66.0370636
6904,18.2920475,-66.0370636
3502,18.24609184,-66.0370636
704,18.20939446,-66.03705597
6892,18.29184341,-66.03704834
2075,18.2275734,-66.0437088
6429,18.28542137,-66.37056732
3554,18.24692345,-66.37057495
2595,18.23379898,-66.37056732
2473,18.23220825,-66.37062836
4945,18.26521111,-66.37055206
6448,18.28570366,-66.37050629
7251,18.2968502,-66.37062836
10060,38.74266434,-76.9917984
9321,35.36254501,-119.0186996
10805,40.74210739,-73.86962128
10222,39.28849411,-84.3551178
10189,39.1836586,-77.26545715
8249,32.96593094,-96.84902191
7907,29.83435631,-95.33792877
10555,40.2372818,-76.96795654
9100,34.20339966,-118.6059036
7548,21.31185532,-158.0046844
10524,40.09635925,-74.21524048
11656,43.21662521,-75.45603943
8331,33.21121979,-117.2510605
8190,32.8013916,-97.3302536
11696,43.78569031,-88.47438049
10364,39.79661942,-75.47006989
8964,34.07656479,-117.61409
7781,28.62217712,-81.20755768
11622,42.9666214,-78.74194336
7546,21.30562019,-157.8386993
8319,33.18587494,-117.3658524
11633,43.02910233,-78.87342072
9625,36.82690048,-119.6776962
10769,40.70170975,-73.80841827
10038,38.69002152,-90.14477539
11540,42.41968918,-71.10621643
8929,34.04991913,-117.7161026
8378,33.41519928,-111.9199905
8526,33.74279404,-117.8847504
10446,39.9602356,-76.67675781
10351,39.74543381,-104.8753815
9144,34.27391052,-118.7662125
10162,39.04636002,-76.98272705
11723,44.72552109,-93.20613098
7800,29.45598984,-98.52809143
10434,39.95672989,-75.19525909
10498,40.03775024,-75.06806183
10912,40.86353684,-73.87049866
9352,35.60034943,-77.33486939
10860,40.80119324,-74.48561096
8172,32.77627945,-117.1342163
9089,34.19039154,-119.177803
7607,25.82507515,-80.19588471
9259,35.13143921,-106.5452042
9277,35.18754196,-101.8676224
7765,28.08681297,-82.43898773
11712,44.07210541,-12.13232708
10586,40.41255188,-74.41832733
9225,34.85777283,-80.84423828
8946,34.06832504,-117.6557541
7886,29.7805748,-95.17199707
9687,37.05174255,-76.40163422
10813,40.74559021,-73.97927856
9438,35.93829727,-118.9438477
11786,45.59825897,-12.27242851
11021,41.3469696,-81.82631683
8030,31.65174103,-106.2676239
7881,29.77310181,-100.6121979
10918,40.86649323,-111.8493271
11810,47.39371109,-122.2228317
11153,41.74866486,-87.66320038
11359,41.95851135,-70.66861725
10626,40.59949493,-73.76248169
7846,29.66958237,-95.24147034
10480,40.01562119,-75.08410645
11525,42.39807892,-83.20157623
8551,33.77366638,-118.0033035
8142,32.74953461,-117.1046524
11279,41.89551926,-87.71821594
8827,33.99459839,-117.9534302
9727,37.32554245,-121.7993469
11125,41.71363831,-81.36167908
9738,37.34306717,-121.9839325
8494,33.68896103,-117.9957428
8576,33.79319763,-118.1895294
8533,33.75820923,-118.0019073
7707,26.21472931,-80.23004913
9044,34.13932037,-117.9074402
7681,26.0984993,-80.27095032
7803,29.46007919,-98.52754211
10576,40.35742188,-74.64842224
10602,40.50980377,-74.26966858
7655,25.93001556,-80.16291046
10203,39.27056122,-84.27059174
9654,36.91083145,-76.12958527
9933,38.15983963,-85.59026337
11648,43.16891098,-78.69216156
11244,41.89491653,-87.76180267
10624,40.58441544,-74.15991974
8080,32.27982712,-110.9582291
11344,41.92736816,-70.7484436
11066,41.47653961,-81.72341919
10920,40.87030411,-73.87062073
11541,42.42012024,-79.31320953
9879,37.92684937,-121.3893051
10282,39.45571137,-77.96917725
10307,39.6300354,-78.74319458
10617,40.56959915,-89.64508057
8004,30.49767876,-84.23183441
7994,30.35342217,-81.51309204
11379,42.00220108,-71.51410675
9930,38.1355629,-121.2693405
8507,33.71007919,-84.11247253
11129,41.7158165,-87.7405777
11521,42.39391327,-83.00836945
9011,34.10591126,-118.1196442
11495,42.34568787,-83.52059174
8445,33.58987427,-112.1163712
7959,30.0380249,-90.25691986
10571,40.33852005,-80.1289444
7811,29.50280953,-98.5945282
10545,40.20738983,-74.79347992
9295,35.21362686,-89.82608032
11809,47.30304337,-122.3528137
8115,32.69542313,-117.0990067
11381,42.0063591,-87.66739655
10921,40.87142944,-73.87063599
8437,33.56687927,-117.7633209
11212,41.88238525,-88.20149994
8945,34.06787491,-117.9273758
9125,34.24124908,-119.1945419
10132,38.91826248,-77.03946686
7753,27.96565437,-82.25280762
7564,21.41555023,-157.803894
9138,34.26494217,-119.218605
10673,40.64059448,-73.97518921
8342,33.22548676,-117.3070679
8132,32.73230743,-97.47290802
11072,41.48426819,-81.5922699
10402,39.92448425,-75.1757431
9923,38.11602402,-121.3637238
9325,35.40139771,-119.0448837
10418,39.94662857,-75.21822357
9729,37.3288765,-121.8501511
9381,35.75965881,-86.26461029
8297,33.0895195,-117.2552032
10266,39.3985405,-84.55661774
7854,29.69653702,-95.6459198
10869,40.82476044,-73.94992065
9808,37.67551041,-122.0496826
10269,39.42603684,-75.23985291
10804,40.74032211,-73.30113983
11413,42.11048508,-88.08236694
8294,33.08282852,-82.9998703
9094,34.1971817,-118.4865265
7662,25.94878006,-80.28707886
9001,34.09960938,-118.3507385
11741,44.95698166,-93.06536865
10605,40.52578354,-74.39421845
7867,29.73701477,-94.96875763
9151,34.31019974,-118.4530792
11709,44.05973816,-12.13093758
7639,25.89801979,-80.24020386
11731,44.77007294,-93.28409576
10904,40.85692978,-73.39674377
6856,18.29136658,-66.03705597
9740,37.34466934,-122.0356674
7838,29.60960579,-95.61593628
4756,18.26264191,-66.03705597
11501,42.34962845,-71.15328217
4460,18.25866509,-66.03705597
8554,33.77395248,-117.9618988
1140,18.21509743,-66.0370636
11804,46.81184387,-100.7877197
462,18.20598602,-66.03705597
10184,39.14162064,-77.2270813
285,18.20355415,-66.03705597
7551,21.32156754,-157.8721771
8701,33.90219879,-84.15373993
1375,18.21857071,-66.03705597
10916,40.86618042,-73.87023926
5794,18.27690888,-66.03705597
10584,40.3957901,-111.5488815
9343,35.56920242,-87.08045197
4252,18.25554657,-66.03705597
9878,37.92684937,-121.3893127
8870,34.02061462,-84.42745972
3062,18.23998261,-66.03705597
11604,42.83187103,-86.07852173
11460,42.25645828,-83.41688538
10710,40.66080093,-73.92007446
3827,18.2498951,-66.0370636
10332,39.68975067,-105.0245895
11566,42.52365494,-85.69445801
7400,18.29883003,-66.0370636
11173,41.7828064,-87.61464691
6927,18.29244614,-66.0370636
11529,42.40109634,-82.92513275
46,18.20002747,-66.03704834
9460,36.04489517,-86.35327148
2578,18.23353386,-66.0370636
11063,41.47214127,-81.73681641
6097,18.28108215,-66.03705597
342,18.20433235,-66.03705597
10069,38.77838135,-90.50777435
9725,37.32138825,-122.0307388
2880,18.23747444,-66.0370636
9690,37.15639114,-93.28601074
6358,18.28423882,-66.03704834
8475,33.64875412,-117.6374283
9017,34.11436462,-118.192482
2650,18.23448372,-66.0370636
8878,34.0256691,-84.35742188
5463,18.2726593,-66.03705597
11456,42.24398804,-83.61991119
6655,18.28867149,-66.0370636
8438,33.57873154,-112.266098
687,18.20901108,-66.03705597
8541,33.76652145,-117.9461899
7442,18.29984283,-66.03705597
10373,39.81664658,-74.98467255
9309,35.28209686,-89.97310638
9482,36.0810051,-86.6870575
5991,18.27984047,-66.03704834
10708,40.65987396,-112.0028687
4356,18.25708389,-66.03704834
1449,18.21950722,-66.03704834
8961,34.07363892,-117.7083511
3978,18.25214958,-66.03705597
8003,30.49506187,-84.24580383
4100,18.2536087,-66.0370636
10758,40.68703461,-73.62446594
4806,18.26331902,-66.03705597
10833,40.76861954,-73.90949249
9683,37.01370621,-121.5893478
1268,18.21694946,-66.03705597
9033,34.13360977,-117.9058914
6553,18.28720284,-66.03705597
9506,36.11019898,-81.52600861
10932,40.88164902,-81.25228119
11719,44.63076019,-123.1084366
37,18.1501503,-65.82595062
3476,18.24564171,-66.03705597
10756,40.68665695,-73.37553406
11041,41.42148209,-82.09407044
119,18.20097351,-66.03704834
8733,33.93642426,-117.4205856
6784,18.29039574,-66.03705597
8611,33.83179474,-118.261322
8376,33.41001129,-111.7717972
4788,18.26308632,-66.03705597
7556,21.343153,-157.906601
5061,18.26687813,-66.03705597
1708,18.22298622,-66.37062836
3150,18.24115372,-66.37056732
3429,18.24503517,-66.3706131
134,18.20116615,-66.37051392
6159,18.28177071,-66.3705368
1631,18.22202492,-66.37055969
1386,18.21871948,-66.37054443
4228,18.25518417,-66.3706131
6850,18.29124832,-66.37056732
2655,18.23452568,-66.37062073
2060,18.22754669,-66.04360199
6583,18.28764534,-66.3706131
2600,18.23387528,-66.3705368
6296,18.2833519,-66.37052155
1861,18.2248497,-66.37051392
4741,18.26249504,-66.3705368
2835,18.23684692,-66.37060547
3424,18.24496269,-66.37059021
2076,18.2275734,-66.0435791
550,18.20705986,-66.37054443
3822,18.24979973,-66.37058258
5921,18.27879143,-66.37057495
3360,18.24411583,-66.37062836
3669,18.24774361,-66.37059784
4996,18.26596832,-66.37063599
364,18.20471764,-66.37059021
3166,18.24146652,-66.3705368
4664,18.26157761,-66.37051392
6184,18.28203011,-66.37054443
107,18.20086861,-66.37054443
883,18.21183395,-66.3705368
1504,18.22026825,-66.37062836
2357,18.23062706,-66.37049866
6658,18.28871346,-66.37050629
2623,18.23424339,-66.3706131
5641,18.27477646,-66.37055969
7418,18.29919052,-66.3705368
6218,18.28240585,-66.37050629
6713,18.28954887,-66.37055206
2362,18.23068428,-66.37052918
6500,18.2865181,-66.37051392
594,18.2077198,-66.37060547
4624,18.26106262,-66.3705368
6959,18.29281044,-66.3705368
5932,18.27898979,-66.37052918
6408,18.28514671,-66.37062836
5659,18.27504158,-66.37062836
4378,18.25740433,-66.37059784
4582,18.26050758,-66.37062073
7454,18.35129356,-65.96311951
1762,18.22377396,-66.37060547
7081,18.29444695,-66.37054443
1877,18.22501564,-66.37062073
1254,18.21671295,-66.37058258
386,18.20493317,-66.37052155
3874,18.2505703,-66.37058258
5349,18.27092362,-66.37060547
590,18.20765305,-66.37055969
7214,18.29643822,-66.37062073
6002,18.27996063,-66.0370636
5540,18.27352142,-66.3705368
6401,18.28501892,-66.37060547
4480,18.25903893,-66.3706131
4448,18.258358,-66.37052918
55,18.20012474,-66.37051392
4084,18.253479,-66.03704834
4874,18.26423073,-66.37058258
4723,18.26229858,-66.37057495
2739,18.23555565,-66.37051392
7462,18.35419464,-66.07129669
4877,18.26428604,-66.37057495
5752,18.27635384,-66.03704834
7521,18.38596916,-66.0940094
4026,18.25274658,-66.37055206
5677,18.27530479,-66.37059784
4713,18.2621975,-66.37055969
6302,18.28342247,-66.37062836
429,18.20552635,-66.37062836
6480,18.28616905,-66.37050629
1174,18.21555901,-66.37050629
1217,18.21617508,-66.3706131
6732,18.28969574,-66.37051392
7498,18.35910034,-66.07790375
3556,18.24693489,-66.37058258
5819,18.27720451,-66.3706131
2080,18.22757721,-66.04562378
1597,18.22154045,-66.37063599
6143,18.28162766,-66.37056732
5968,18.27949333,-66.37052918
3596,18.24751091,-66.02523804
2018,18.2270546,-66.3705368
1641,18.22216415,-66.37050629
1634,18.22205734,-66.37054443
4108,18.25374222,-66.37052155
2910,18.2378273,-66.37050629
4178,18.25463486,-66.37058258
7534,18.44484711,-66.38641357
6612,18.28811264,-66.37052918
5044,18.26673508,-66.37054443
1417,18.21918869,-66.37059021
5537,18.27349854,-66.3705368
198,18.20230675,-66.37059021
7238,18.29667473,-66.37059784
3326,18.24366379,-66.37059021
1911,18.2256279,-66.04746246
4684,18.26177788,-66.37062836
4016,18.25260544,-66.37054443
7098,18.29477692,-66.3706131
7434,18.29958344,-66.37057495
3177,18.24162674,-66.37054443
6227,18.28249931,-66.37054443
2163,18.22836685,-66.3706131
3544,18.24680519,-66.37059021
835,18.21118736,-66.03705597
3523,18.24645615,-66.37052918
4367,18.25728226,-66.37054443
479,18.20616531,-66.3705368
7175,18.29564285,-66.37054443
2707,18.23519516,-66.37062073
4549,18.26007843,-66.03705597
2458,18.23197174,-66.37056732
2052,18.22748947,-66.37056732
487,18.2062397,-66.37052918
2436,18.2316761,-66.37062073
3143,18.24105072,-66.37055969
4075,18.25338554,-66.37062073
5252,18.26959801,-66.37054443
946,18.21268654,-66.37055969
49,18.20005035,-67.14024353
564,18.20732117,-66.37050629
6269,18.28301239,-66.37054443
1673,18.22255898,-66.3706131
5666,18.27515984,-66.37052918
5498,18.27308464,-66.37060547
2554,18.23312187,-66.37059021
3940,18.25151444,-66.37062073
4372,18.25733376,-66.3706131
7514,18.35939407,-66.07751465
1970,18.2261982,-66.37054443
6816,18.29062271,-66.3706131
3040,18.23957062,-66.3706131
4749,18.26259232,-66.37062836
2438,18.23168373,-66.37059784
1128,18.2150116,-66.37063599
5312,18.27042198,-66.37054443
717,18.20957184,-66.37057495
182,18.20209312,-66.37058258
3618,18.24755478,-66.02526856
4575,18.26036263,-66.37050629
1431,18.21931267,-66.37059021
5521,18.27332115,-66.37055206
6605,18.28800392,-66.37052155
151,18.20149422,-66.37060547
2422,18.23152924,-66.37050629
1185,18.21571159,-66.37055969
6831,18.29089546,-66.37055206
6541,18.28710365,-66.37055206
2255,18.22939873,-66.37059784
1807,18.2241478,-66.0471344
894,18.21200752,-66.37059021
7538,18.46923065,-66.727211
988,18.2133503,-66.37057495
5740,18.27620125,-66.3706131
7473,18.35900879,-66.07815552
3590,18.24739647,-66.37052918
2368,18.23075676,-66.37062073
144,18.20134735,-66.37060547
6223,18.28247643,-66.3706131
6936,18.29255867,-66.37062073
6392,18.28480911,-66.3706131
4924,18.26480103,-66.37057495
6295,18.28333664,-66.3705368
742,18.20988464,-66.37062073
5335,18.27076912,-66.37062836
2037,18.22725487,-66.37063599
728,18.20970345,-66.37059021
6320,18.28375816,-66.37057495
1515,18.22048569,-66.3706131
301,18.20371819,-66.37052155
1112,18.21478081,-66.37056732
3215,18.2421093,-66.37052155
7252,18.29685593,-66.37057495
4000,18.25239372,-66.37055206
7451,18.33710861,-66.99221802
2784,18.23619652,-66.37049866
1701,18.22288513,-66.37058258
3110,18.24063492,-66.37050629
1505,18.22028542,-66.37062836
5451,18.2725296,-66.37059784
5620,18.27444458,-66.37059021
423,18.20542717,-66.37052918
3540,18.24677658,-66.37056732
8407,33.4926796,-112.2088623
11707,44.05007172,-123.1093521
8573,33.78982544,-118.1819992
11429,42.17575073,-88.32157135
10319,39.64605331,-86.11961365
8760,33.9598465,-118.3780823
9043,34.13899231,-118.3884659
10200,39.26515198,-76.77284241
10552,40.21802902,-77.1828537
10616,40.56678009,-74.11734772
8674,33.88898468,-118.2071152
8890,34.03212357,-84.51288605
10779,40.70602036,-74.08685303
8618,33.8371048,-118.1900482
9250,35.0965271,-90.06786346
11201,41.85577774,-88.00856781
8574,33.79024124,-118.2131653
10722,40.66577148,-73.89246368
11113,41.63562393,-70.93080139
11079,41.50205994,-74.01177216
7578,25.74613953,-80.39176178
10560,40.24931717,-75.25538635
8761,33.95993424,-118.3780823
10183,39.13785553,-76.81587219
8400,33.47337341,-112.1697769
8656,33.87593842,-118.0005798
10208,39.27495956,-76.61506653
9981,38.48671341,-121.459343
11269,41.89535523,-87.72576141
9495,36.08757019,-79.88663483
9748,37.37883377,-121.8303375
11071,41.4828682,-81.77826691
11652,43.20556259,-123.3465195
9800,37.66708756,-120.9958801
10797,40.73124313,-73.98880768
8285,33.04647064,-117.2896729
9741,37.36024094,-121.8450699
9658,36.93397141,-121.7434616
11673,43.56052399,-116.3960342
7912,29.86195946,-95.64417267
10629,40.60237885,-73.95497131
11406,42.07463837,-76.1240387
7882,29.77441025,-95.74694824
9568,36.31933212,-119.2960815
9204,34.69703293,-118.0883026
8473,33.64781952,-112.0518799
9188,34.58764267,-120.4081879
7588,25.77437019,-80.19377899
10429,39.95479965,-76.75787354
11018,41.28277206,-112.1233444
9408,35.81178284,-78.5975647
9648,36.85530472,-76.1946106
8299,33.10355759,-117.2678757
8780,33.97114563,-117.9650879
10829,40.7615242,-74.03826904
7665,25.97953987,-80.19422913
11142,41.7258606,-88.06419373
10593,40.4853096,-87.05938721
11784,45.5898819,-122.7153473
9786,37.62722778,-77.32672882
7693,26.16252518,-97.98887634
10780,40.70798492,-73.78303528
10606,40.52737045,-81.26895905
8231,32.9131012,-96.73959351
8790,33.97483063,-118.1829376
11768,45.44815064,-122.7694931
8181,32.79521942,-117.2376556
8702,33.9031601,-117.9898758
9018,34.11491013,-118.2400131
11544,42.42877197,-82.98252869
10838,40.77699661,-74.03401947
8460,33.62104797,-117.6759186
8589,33.81022644,-84.41808319
10785,40.71546173,-73.99006653
10242,39.32117081,-76.61475372
11234,41.8947525,-87.74337769
11642,43.09559631,-89.35118866
9803,37.67061997,-122.4532928
10494,40.03124619,-75.18191528
7683,26.11803436,-80.18949127
9552,36.24799728,-115.0415192
10293,39.49591446,-98.98998261
11591,42.72396851,-71.18476868
8470,33.64226151,-117.9133224
11158,41.75909424,-87.56176758
10182,39.13689041,-76.62719727
10234,39.31198883,-84.49658966
8107,32.66745758,-117.0288773
9139,34.26791382,-118.6712112
11217,41.88341522,-88.19973755
7703,26.20558739,-98.23548889
8976,34.0816536,-118.1783524
11098,41.55160904,-88.12562561
7648,25.90687752,-97.49913788
11209,41.86906815,-71.39208221
9362,35.68884659,-86.81004334
10128,38.90581513,-104.7751541
8513,33.72333527,-117.9960556
9315,35.3078804,-119.2523956
11446,42.23906326,-71.00604248
7793,29.38037109,-98.6422348
11550,42.45111084,-73.25260162
8855,34.01161575,-117.7281189
11253,41.89509964,-87.73982239
10892,40.84625626,-73.84725189
10771,40.7018013,-83.07437134
9121,34.23563004,-118.4847031
11307,41.89603806,-87.67301941
10065,38.77223587,-97.61299133
10143,38.97014999,-76.9909668
8211,32.84292221,-97.22615814
11491,42.33480835,-74.93064117
7684,26.11927223,-80.18818665
11087,41.52561569,-88.40119934
8884,34.02827454,-118.2391357
11004,41.23169327,-81.84801483
8894,34.03303146,-117.6386414
8333,33.21295548,-117.2749176
8088,32.52082825,-84.88657379
9925,38.11615372,-121.3949966
8918,34.04621506,-118.1860352
9588,36.72526169,-119.7846375
9757,37.44713593,-121.9091797
8822,33.99020767,-117.9262314
8679,33.89164734,-118.299408
11203,41.86019898,-87.76747131
11705,44.0263443,-123.0935287
8940,34.06435013,-118.437088
9366,35.70111466,-79.82025147
11697,43.8122406,-91.24485779
10079,38.79660034,-90.34640503
9314,35.30461502,-119.0659714
9146,34.28066635,-119.2400665
11548,42.43708038,-76.48168945
10631,40.60349274,-75.472435
9198,34.64638138,-120.4619675
8310,33.13901901,-117.0928192
9910,38.01199341,-122.1196899
11580,42.5804596,-83.15601349
10052,38.72323608,-90.06681824
9541,36.19946671,-115.1088638
10107,38.86595917,-77.13325501
11582,42.60966873,-83.16378784
11110,41.6280365,-70.92701721
10544,40.20003891,-77.24391937
8169,32.77589798,-96.68588257
9989,38.54666138,-121.7412109
10748,40.67771912,-73.96311951
8362,33.32296753,-111.8416901
8347,33.30039215,-111.8709564
8643,33.86329651,-117.9716263
11358,41.95449448,-87.65029144
11388,42.03330612,-88.29245758
10516,40.08877564,-75.2024765
9183,34.5802269,-118.0599518
7541,21.28050232,-157.6785278
10754,40.67998123,-73.4734726
8812,33.98764038,-118.2705536
8482,33.66559982,-117.8830566
9914,38.02914047,-121.8859177
10795,40.72789002,-74.01309967
8119,32.71303558,-96.69631958
8828,33.99481583,-118.3429413
10352,39.74662018,-104.8164368
8154,32.75856018,-117.0881882
7769,28.48579979,-81.30467224
10362,39.79224014,-76.73596191
9621,36.82411957,-76.12789154
9467,36.05351639,-119.0251923
8430,33.53858185,-112.1873779
11355,41.95346451,-87.73246002
10830,40.76157761,-73.97176361
11377,41.99694061,-72.59446716
11677,43.58177948,-116.3938828
11713,44.07599258,-120.9686584
10469,39.98654556,-75.1084671
7676,26.01622772,-97.55728912
8949,34.06943131,-117.9799881
11028,41.36125946,-82.11012268
11258,41.89517212,-87.73634338
8849,34.0086174,-117.7501831
10428,39.95473099,-75.20536804
9122,34.2395134,-119.1972198
11219,41.88359833,-88.10980988
10827,40.7571907,-74.02506256
10501,40.04056168,-74.15887451
11311,41.89614868,-87.67932892
9983,38.49541855,-121.479187
8638,33.85414505,-118.191597
11436,42.20660782,-83.1534729
10825,40.75481033,-74.1746521
10667,40.63687897,-73.94221497
7566,21.45325851,-158.0102234
10801,40.73928452,-73.99893189
10719,40.66544724,-73.94540405
10204,39.27096558,-84.272995
10537,40.13446808,-87.610672
8357,33.3060379,-111.8926315
7554,21.33713913,-158.0259857
11704,43.97969818,-88.53061676
10244,39.32382965,-84.46369171
10546,40.21145248,-77.0072937
8016,30.61235046,-92.12638855
7562,21.40107918,-157.7463837
9662,36.94200516,-76.24208069
9692,37.16918945,-76.54801178
10354,39.75626755,-89.69435883
10149,38.98765183,-76.98097229
7821,29.54194069,-95.60385132
9393,35.78998184,-78.61327362
10245,39.33096314,-82.97971344
10034,38.6803894,-120.9727783
9298,35.22186661,-101.8741608
11421,42.15800095,-84.4278183
8717,33.92366028,-117.2291946
11211,41.8728714,-87.71582031
7940,29.9740696,-90.087883
7686,26.140728,-97.66805267
8917,34.04558563,-118.2479172
10687,40.64674377,-73.94338989
10215,39.28265762,-77.4777832
10371,39.80402374,-76.97429657
10855,40.79833603,-74.19944
9240,35.06517029,-106.6699524
8766,33.96017456,-118.2632217
9345,35.57210541,-120.9117966
7938,29.96774292,-90.03494263
10906,40.85889053,-73.93106842
11432,42.20007706,-84.43824005
7929,29.89742088,-90.10965729
8098,32.6425972,-97.02174377
10947,40.89811325,-73.85901642
10585,40.41231918,-104.6923523
8953,34.0700798,-117.9371948
11182,41.80830002,-87.66905975
8775,33.96971512,-117.3822708
8175,32.7794342,-117.1718597
7577,25.74022484,-80.36169434
11442,42.23049164,-83.1519165
11038,41.41943359,-81.68500519
7875,29.76576996,-95.37227631
10297,39.522995,-104.9482193
10542,40.1901207,-105.1010666
9598,36.7805481,-76.2246933
10306,39.62960815,-104.9947433
11420,42.13397598,-87.98233032
7766,28.10211754,-82.51211548
4111,18.25377083,-66.0370636
10380,39.83699036,-86.01907349
2960,18.23845291,-66.03705597
11378,42.00019074,-72.59646606
4145,18.25421333,-66.03704834
8806,33.98547363,-118.3382416
6976,18.29302979,-66.03705597
9781,37.61849976,-121.0116348
3719,18.24845696,-66.03705597
10796,40.73097992,-74.22322846
1205,18.21602821,-66.0370636
9665,36.94937897,-76.24703217
1600,18.22156715,-66.03704834
3931,18.25141716,-66.03705597
10327,39.67436981,-75.76576996
11407,42.08637619,-76.85916138
3662,18.24762535,-66.0370636
5611,18.27437401,-66.03705597
10851,40.79290009,-73.94426727
7653,25.92748261,-97.48326111
1420,18.21919632,-66.0370636
11474,42.29305649,-83.18068695
10802,40.74015808,-73.84850311
343,18.20436859,-66.0370636
